pos1,pos2,count,mi
w,h,9,0.44247286950972725
Ag,c,9,0.33062595676521317
vn,nr,9,-7.212911159553728
nr,nt,9,-3.5340604865423075
nr,y,9,-2.6878467293776387
j]nz,f,9,4.067367173898314
n]ns,a,9,-1.806324223216575
Tg,r,9,-0.6472876531495333
p,c,9,-6.65502626427482
nt]nt,p,9,0.5142446732315967
vn,Vg,9,-2.879276314213841
nz,nx,9,2.5991102171099474
z,z,9,2.394495754292781
nz,l,9,-1.1052267042543578
c,h,9,3.0753017474927944
i,a,9,-4.0865150154334815
n]ns,b,9,0.17757006148750437
l,n]nz,9,2.725260171962391
nt,Ng,9,-0.613775546517007
j,vd,9,1.035263489079878
Ng,b,9,-1.9587802799666514
ns,y,9,-2.3787782748624426
t,y,9,-1.9462081854074347
nz,s,8,-0.646102911636602
nt,l,8,-1.1654753621031015
i,l,8,-1.7173204396090316
i,ns,8,-3.9495826311126283
j]nz,v,8,0.47233064112257145
nz,t,8,-3.0770406144486033
nt]nt,c,8,0.9923034236271822
d,s,8,-4.352984931150637
Ag,Vg,8,4.0254074167493075
n]nz,vn,8,-0.29705635042150413
Vg,an,8,0.8594227196581955
Vg,f,8,-1.7406316647247164
nt]nt,t,8,1.2933758937729447
l,s,8,-1.3328674041836635
f,nt,8,-2.700713213087624
i,vn,8,-4.566019887215157
z,vn,8,-2.7162816466637816
d,y,8,-3.331381055148711
l]nt,n,8,-1.0293497204151383
i,r,8,-4.163712791856518
u,o,8,0.7768577682328935
Ng,i,8,-1.3328919812340507
q,Tg,8,-0.4168823871413604
a,ad,8,-4.503537014349289
ns,j]nz,8,3.2054206931386484
nz]nt,m,8,2.8537420763272214
nt,an,8,-0.10156614092709601
l,an,8,-0.8980069770677266
an,y,7,0.5691516766529671
c,Tg,7,-0.6868757906011517
Tg,m,7,-1.3657030609588896
t,q,7,-5.990651897082474
n]ns,vn,7,-2.478474172940646
an,i,7,-0.8409129857967977
an,Ng,7,-0.6997261792652453
ns,vd,7,-0.9023354872172347
l,Vg,7,-0.3928161936574161
n]nt,s,7,-1.6881016147119197
a,Ag,7,-0.48806551195399667
nx,d,7,-1.470492764481434
nx,a,7,-0.998617037687342
Tg,Vg,7,3.198279702241957
q,Ag,7,0.01823935818081607
z,i,7,0.18036073061217758
l]nt,d,7,1.037301875717262
nr,vd,7,-1.2114039417324305
o,n,7,-1.008591160248341
ns]ns,v,7,1.1610410666815563
nt,nr,7,-3.930010202856673
Vg,Ag,7,3.8104985898678554
j,nz]nt,7,4.810196933445105
n]nt,vd,6,0.9501227069834749
v,n]nt,6,-7.502152242930003
c,Ag,6,-0.28150138867302743
i,Ng,6,-1.7505831247440935
i,Vg,6,-0.3706128563591639
ns,Tg,6,-1.0345300995821045
k,b,6,-0.26381796785918266
nx,q,6,-0.7131108439853642
j,nt]nt,6,2.0270895576341776
b,l]nt,6,3.2534198762869693
nz,nt]nt,6,3.3762649013918526
ns,nx,6,-0.9100565242812875
nx,m,6,-1.484127562429162
s,y,6,-0.1023812845897229
s,nz,6,-1.0601454874498961
n]nt,Vg,6,-0.7777977475797242
nx,p,6,-1.4328350124926206
j,q,6,-5.070585510961526
nt]nt,u,6,-0.9770229152058518
b,t,6,-4.742678686030703
nt]nt,r,6,0.23383495099854698
i,ad,6,-2.132844349897503
b,nx,6,0.7635471440855358
nz]nt,w,6,0.37419750905208
Dg,m,6,0.2687795756060656
v,o,6,-0.9375127717939548
m,nz]nt,6,1.888971975231204
f,nz,5,-3.4903355638957665
c,n]nt,5,-4.912028795465533
n]nz,p,5,-0.87737393866361
n]ns,i,5,0.12538645510746715
k,m,5,-2.773864761802428
b,n]nz,5,1.3134271856512465
l]nt,c,5,1.4599089737101796
Vg,Vg,5,0.879186675898264
Ag,m,5,-1.2166472515641762
Tg,f,5,-0.5850373706639028
q,j]nz,5,2.729959001187911
h,vn,5,1.4815101482114748
ad,i,5,-2.4091596123525245
s,an,5,-0.952159139309506
Tg,Ng,5,1.3328826066867858
j]nt,a,5,-2.521599869481187
z,f,5,-2.0817992673772006
t,nx,5,-0.7405208406600736
q,vd,5,-1.1851521012255763
nt]nt,m,5,-0.3850447832598947
u,h,5,0.6734800283875851
b,y,5,-1.5531715130505694
an,r,5,-4.013320172826756
nz,ad,5,-1.9537100218189356
an,ad,5,-1.5674142315888966
j,an,5,-2.2384897333909777
ad,r,5,-5.096139972212241
ad,vd,5,0.8399179171271566
nz,Ng,5,-1.5714487966655257
h,j,5,3.673055780046678
n]nz,t,5,0.0716822833200505
m,e,5,1.77794066284246
Dg,t,5,1.0060939416924737
vn,nz,5,-4.796129836095681
b,n]ns,5,-0.6725795422692538
l]nt,p,5,0.811925221872282
nx,b,5,0.4998504198464956
nz]nt,v,5,0.016651157346381798
n]ns,l,5,-0.11520155250476252
Ng,z,5,-0.15939894205079305
Tg,l,5,0.9511077925430038
