word,freq_2025,freq_1998,rel_2025,rel_1998,rel_diff
19980113-06-003-007,0,1,0.00000000,0.00000163,-0.00000163
独具慧眼,0,1,0.00000000,0.00000163,-0.00000163
19980123-12-004-014,0,1,0.00000000,0.00000163,-0.00000163
扫描术,0,1,0.00000000,0.00000163,-0.00000163
７３７３００,0,1,0.00000000,0.00000163,-0.00000163
嘉柔,0,1,0.00000000,0.00000163,-0.00000163
[亚美,0,1,0.00000000,0.00000163,-0.00000163
政群,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-003-004,0,1,0.00000000,0.00000163,-0.00000163
长春沟村,0,1,0.00000000,0.00000163,-0.00000163
优良率,0,1,0.00000000,0.00000163,-0.00000163
19980112-05-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980111-04-002-003,0,1,0.00000000,0.00000163,-0.00000163
19980116-09-006-001,0,1,0.00000000,0.00000163,-0.00000163
19980120-04-002-001,0,1,0.00000000,0.00000163,-0.00000163
１１０６７９７５,0,1,0.00000000,0.00000163,-0.00000163
称誉,0,1,0.00000000,0.00000163,-0.00000163
19980123-05-007-006,0,1,0.00000000,0.00000163,-0.00000163
种禽,0,1,0.00000000,0.00000163,-0.00000163
19980116-12-002-007,0,1,0.00000000,0.00000163,-0.00000163
文质彬彬,0,1,0.00000000,0.00000163,-0.00000163
19980119-01-004-019,0,1,0.00000000,0.00000163,-0.00000163
振发,0,1,0.00000000,0.00000163,-0.00000163
海员,0,1,0.00000000,0.00000163,-0.00000163
存浩,0,1,0.00000000,0.00000163,-0.00000163
畜牧病,0,1,0.00000000,0.00000163,-0.00000163
19980123-02-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980109-05-011-001,0,1,0.00000000,0.00000163,-0.00000163
９．８２,0,1,0.00000000,0.00000163,-0.00000163
更前,0,1,0.00000000,0.00000163,-0.00000163
刚愎自用,0,1,0.00000000,0.00000163,-0.00000163
掌骨,0,1,0.00000000,0.00000163,-0.00000163
稳波,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-007-004,0,1,0.00000000,0.00000163,-0.00000163
19980121-12-011-002,0,1,0.00000000,0.00000163,-0.00000163
药厂,0,1,0.00000000,0.00000163,-0.00000163
交割,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980111-01-004-003,0,1,0.00000000,0.00000163,-0.00000163
铁法市,0,1,0.00000000,0.00000163,-0.00000163
19980101-03-005-001,0,1,0.00000000,0.00000163,-0.00000163
19980116-07-001-001,0,1,0.00000000,0.00000163,-0.00000163
７０２,0,1,0.00000000,0.00000163,-0.00000163
19980124-03-001-016,0,1,0.00000000,0.00000163,-0.00000163
宝田,0,1,0.00000000,0.00000163,-0.00000163
19980116-07-004-005,0,1,0.00000000,0.00000163,-0.00000163
玉钧,0,1,0.00000000,0.00000163,-0.00000163
时璋,0,1,0.00000000,0.00000163,-0.00000163
19980101-01-003-005,0,1,0.00000000,0.00000163,-0.00000163
引以自豪,0,1,0.00000000,0.00000163,-0.00000163
19980125-04-005-003,0,1,0.00000000,0.00000163,-0.00000163
19980103-01-002-014,0,1,0.00000000,0.00000163,-0.00000163
风暴潮,0,1,0.00000000,0.00000163,-0.00000163
19980114-09-004-004,0,1,0.00000000,0.00000163,-0.00000163
19980105-10-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980123-05-012-001,0,1,0.00000000,0.00000163,-0.00000163
19980119-06-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980120-08-006-001,0,1,0.00000000,0.00000163,-0.00000163
大作品,0,1,0.00000000,0.00000163,-0.00000163
19980122-05-011-001,0,1,0.00000000,0.00000163,-0.00000163
19980125-11-007-004,0,1,0.00000000,0.00000163,-0.00000163
萨米亚,0,1,0.00000000,0.00000163,-0.00000163
广元市,0,1,0.00000000,0.00000163,-0.00000163
19980110-06-002-040,0,1,0.00000000,0.00000163,-0.00000163
人俊,0,1,0.00000000,0.00000163,-0.00000163
19980114-08-008-001,0,1,0.00000000,0.00000163,-0.00000163
19980117-01-007-005,0,1,0.00000000,0.00000163,-0.00000163
19980121-05-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980106-02-001-111,0,1,0.00000000,0.00000163,-0.00000163
中到大雨,0,1,0.00000000,0.00000163,-0.00000163
清唱,0,1,0.00000000,0.00000163,-0.00000163
严以律己,0,1,0.00000000,0.00000163,-0.00000163
１３．０２,0,1,0.00000000,0.00000163,-0.00000163
19980114-07-007-005,0,1,0.00000000,0.00000163,-0.00000163
[抗日,0,1,0.00000000,0.00000163,-0.00000163
19980115-10-002-005,0,1,0.00000000,0.00000163,-0.00000163
坟墓,0,1,0.00000000,0.00000163,-0.00000163
小卖部,0,1,0.00000000,0.00000163,-0.00000163
19980115-01-002-018,0,1,0.00000000,0.00000163,-0.00000163
19980117-07-001-009,0,1,0.00000000,0.00000163,-0.00000163
19980123-06-012-001,0,1,0.00000000,0.00000163,-0.00000163
吱吱悠悠,0,1,0.00000000,0.00000163,-0.00000163
[普乐普,0,1,0.00000000,0.00000163,-0.00000163
19980123-03-001-003,0,1,0.00000000,0.00000163,-0.00000163
空当,0,1,0.00000000,0.00000163,-0.00000163
19980101-07-002-016,0,1,0.00000000,0.00000163,-0.00000163
19980108-05-006-008,0,1,0.00000000,0.00000163,-0.00000163
19980119-06-007-001,0,1,0.00000000,0.00000163,-0.00000163
19980120-11-007-009,0,1,0.00000000,0.00000163,-0.00000163
19980107-05-001-012,0,1,0.00000000,0.00000163,-0.00000163
云台,0,1,0.00000000,0.00000163,-0.00000163
19980110-07-001-005,0,1,0.00000000,0.00000163,-0.00000163
19980112-12-002-015,0,1,0.00000000,0.00000163,-0.00000163
党办,0,1,0.00000000,0.00000163,-0.00000163
19980113-09-006-003,0,1,0.00000000,0.00000163,-0.00000163
升压,0,1,0.00000000,0.00000163,-0.00000163
19980112-02-006-001,0,1,0.00000000,0.00000163,-0.00000163
19980123-02-001-010,0,1,0.00000000,0.00000163,-0.00000163
奇惠,0,1,0.00000000,0.00000163,-0.00000163
智勇,0,1,0.00000000,0.00000163,-0.00000163
19980125-08-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980109-03-005-004,0,1,0.00000000,0.00000163,-0.00000163
19980107-05-014-002,0,1,0.00000000,0.00000163,-0.00000163
沛清,0,1,0.00000000,0.00000163,-0.00000163
19980121-03-001-077,0,1,0.00000000,0.00000163,-0.00000163
活塞,0,1,0.00000000,0.00000163,-0.00000163
19980107-10-009-003,0,1,0.00000000,0.00000163,-0.00000163
进修班,0,1,0.00000000,0.00000163,-0.00000163
偷猎者,0,1,0.00000000,0.00000163,-0.00000163
山猫,0,1,0.00000000,0.00000163,-0.00000163
19980119-04-002-002,0,1,0.00000000,0.00000163,-0.00000163
著书立说者,0,1,0.00000000,0.00000163,-0.00000163
眼窝,0,1,0.00000000,0.00000163,-0.00000163
小萝卜头,0,1,0.00000000,0.00000163,-0.00000163
19980124-11-001-022,0,1,0.00000000,0.00000163,-0.00000163
明仪,0,1,0.00000000,0.00000163,-0.00000163
时过境迁,0,1,0.00000000,0.00000163,-0.00000163
相依相克,0,1,0.00000000,0.00000163,-0.00000163
19980126-11-002-009,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-009-011,0,1,0.00000000,0.00000163,-0.00000163
２·０９,0,1,0.00000000,0.00000163,-0.00000163
１．７７％,0,1,0.00000000,0.00000163,-0.00000163
19980115-01-002-009,0,1,0.00000000,0.00000163,-0.00000163
19980112-06-005-002,0,1,0.00000000,0.00000163,-0.00000163
19980122-09-002-008,0,1,0.00000000,0.00000163,-0.00000163
秀艳,0,1,0.00000000,0.00000163,-0.00000163
19980117-08-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980118-01-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980106-04-007-001,0,1,0.00000000,0.00000163,-0.00000163
５９．４８,0,1,0.00000000,0.00000163,-0.00000163
斋日,0,1,0.00000000,0.00000163,-0.00000163
19980129-02-006-003,0,1,0.00000000,0.00000163,-0.00000163
19980105-12-002-005,0,1,0.00000000,0.00000163,-0.00000163
19980113-10-002-002,0,1,0.00000000,0.00000163,-0.00000163
19980121-10-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980117-01-005-004,0,1,0.00000000,0.00000163,-0.00000163
19980124-07-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980104-03-005-001,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-017,0,1,0.00000000,0.00000163,-0.00000163
攻无不克,0,1,0.00000000,0.00000163,-0.00000163
金溪县,0,1,0.00000000,0.00000163,-0.00000163
大嗓门,0,1,0.00000000,0.00000163,-0.00000163
站站,0,1,0.00000000,0.00000163,-0.00000163
１００８万,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-002-014,0,1,0.00000000,0.00000163,-0.00000163
浩劫,0,1,0.00000000,0.00000163,-0.00000163
19980120-03-002-003,0,1,0.00000000,0.00000163,-0.00000163
成就奖,0,1,0.00000000,0.00000163,-0.00000163
丰足,0,1,0.00000000,0.00000163,-0.00000163
武真,0,1,0.00000000,0.00000163,-0.00000163
19980114-03-005-004,0,1,0.00000000,0.00000163,-0.00000163
暴饮暴食,0,1,0.00000000,0.00000163,-0.00000163
19980115-03-005-003,0,1,0.00000000,0.00000163,-0.00000163
繁华似锦,0,1,0.00000000,0.00000163,-0.00000163
ＩＣ,0,1,0.00000000,0.00000163,-0.00000163
１６８．３万,0,1,0.00000000,0.00000163,-0.00000163
19980131-01-001-007,0,1,0.00000000,0.00000163,-0.00000163
如云,0,1,0.00000000,0.00000163,-0.00000163
19980114-10-001-002,0,1,0.00000000,0.00000163,-0.00000163
ＨＪＤ０４,0,1,0.00000000,0.00000163,-0.00000163
六百五十万,0,1,0.00000000,0.00000163,-0.00000163
19980130-01-008-002,0,1,0.00000000,0.00000163,-0.00000163
咨询组,0,1,0.00000000,0.00000163,-0.00000163
19980117-01-007-002,0,1,0.00000000,0.00000163,-0.00000163
三湾,0,1,0.00000000,0.00000163,-0.00000163
生理学家,0,1,0.00000000,0.00000163,-0.00000163
家庭设备,0,1,0.00000000,0.00000163,-0.00000163
气味,0,1,0.00000000,0.00000163,-0.00000163
受贿罪,0,1,0.00000000,0.00000163,-0.00000163
水蒸汽,0,1,0.00000000,0.00000163,-0.00000163
麦鸡,0,1,0.00000000,0.00000163,-0.00000163
武东,0,1,0.00000000,0.00000163,-0.00000163
小美,0,1,0.00000000,0.00000163,-0.00000163
钢材厂,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-004-003,0,1,0.00000000,0.00000163,-0.00000163
森吉,0,1,0.00000000,0.00000163,-0.00000163
19980119-09-001-016,0,1,0.00000000,0.00000163,-0.00000163
19980117-02-002-008,0,1,0.00000000,0.00000163,-0.00000163
19980106-06-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980118-03-005-002,0,1,0.00000000,0.00000163,-0.00000163
Ｔｒａｎｓｉｔ,0,1,0.00000000,0.00000163,-0.00000163
７８０万,0,1,0.00000000,0.00000163,-0.00000163
白袍,0,1,0.00000000,0.00000163,-0.00000163
４５８０７,0,1,0.00000000,0.00000163,-0.00000163
19980105-10-010-009,0,1,0.00000000,0.00000163,-0.00000163
客死他乡,0,1,0.00000000,0.00000163,-0.00000163
19980122-02-002-007,0,1,0.00000000,0.00000163,-0.00000163
19980115-11-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980105-02-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980120-06-011-004,0,1,0.00000000,0.00000163,-0.00000163
纪兰,0,1,0.00000000,0.00000163,-0.00000163
淮（河）,0,1,0.00000000,0.00000163,-0.00000163
格式化,0,1,0.00000000,0.00000163,-0.00000163
19980117-03-007-001,0,1,0.00000000,0.00000163,-0.00000163
19980114-11-009-003,0,1,0.00000000,0.00000163,-0.00000163
19980103-01-007-006,0,1,0.00000000,0.00000163,-0.00000163
19980113-02-003-019,0,1,0.00000000,0.00000163,-0.00000163
19980105-04-005-004,0,1,0.00000000,0.00000163,-0.00000163
19980129-03-006-004,0,1,0.00000000,0.00000163,-0.00000163
学龄儿童,0,1,0.00000000,0.00000163,-0.00000163
无处不在,0,1,0.00000000,0.00000163,-0.00000163
19980125-07-004-009,0,1,0.00000000,0.00000163,-0.00000163
19980127-10-004-003,0,1,0.00000000,0.00000163,-0.00000163
运思精妙,0,1,0.00000000,0.00000163,-0.00000163
19980119-09-006-007,0,1,0.00000000,0.00000163,-0.00000163
19980125-01-007-005,0,1,0.00000000,0.00000163,-0.00000163
文沱,0,1,0.00000000,0.00000163,-0.00000163
映荡,0,1,0.00000000,0.00000163,-0.00000163
分内事,0,1,0.00000000,0.00000163,-0.00000163
宗泽,0,1,0.00000000,0.00000163,-0.00000163
名扬四海,0,1,0.00000000,0.00000163,-0.00000163
同贺,0,1,0.00000000,0.00000163,-0.00000163
赛制,0,1,0.00000000,0.00000163,-0.00000163
ＨＭＣ５０２２ＸＹＣ,0,1,0.00000000,0.00000163,-0.00000163
19980110-05-005-002,0,1,0.00000000,0.00000163,-0.00000163
19980106-09-005-006,0,1,0.00000000,0.00000163,-0.00000163
19980128-03-010-005,0,1,0.00000000,0.00000163,-0.00000163
19980126-05-008-004,0,1,0.00000000,0.00000163,-0.00000163
德润,0,1,0.00000000,0.00000163,-0.00000163
碰杯,0,1,0.00000000,0.00000163,-0.00000163
祖鲁王国,0,1,0.00000000,0.00000163,-0.00000163
同类题材,0,1,0.00000000,0.00000163,-0.00000163
19980124-02-001-011,0,1,0.00000000,0.00000163,-0.00000163
分流口,0,1,0.00000000,0.00000163,-0.00000163
19980120-10-003-001,0,1,0.00000000,0.00000163,-0.00000163
19980116-06-005-007,0,1,0.00000000,0.00000163,-0.00000163
19980125-09-003-009,0,1,0.00000000,0.00000163,-0.00000163
不三不四,0,1,0.00000000,0.00000163,-0.00000163
迈步,0,1,0.00000000,0.00000163,-0.00000163
侠文,0,1,0.00000000,0.00000163,-0.00000163
19980113-10-001-002,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-010-002,0,1,0.00000000,0.00000163,-0.00000163
19980131-01-004-005,0,1,0.00000000,0.00000163,-0.00000163
桔红色,0,1,0.00000000,0.00000163,-0.00000163
总支,0,1,0.00000000,0.00000163,-0.00000163
正前方,0,1,0.00000000,0.00000163,-0.00000163
19980116-12-005-006,0,1,0.00000000,0.00000163,-0.00000163
友三,0,1,0.00000000,0.00000163,-0.00000163
19980115-05-014-001,0,1,0.00000000,0.00000163,-0.00000163
２５６,0,1,0.00000000,0.00000163,-0.00000163
土油灯,0,1,0.00000000,0.00000163,-0.00000163
[财经,0,1,0.00000000,0.00000163,-0.00000163
行车道,0,1,0.00000000,0.00000163,-0.00000163
特沃杰雷,0,1,0.00000000,0.00000163,-0.00000163
19980112-08-008-003,0,1,0.00000000,0.00000163,-0.00000163
19980131-04-013-024,0,1,0.00000000,0.00000163,-0.00000163
19980110-02-005-002,0,1,0.00000000,0.00000163,-0.00000163
一千九百五十八,0,1,0.00000000,0.00000163,-0.00000163
保护费,0,1,0.00000000,0.00000163,-0.00000163
交易权,0,1,0.00000000,0.00000163,-0.00000163
东田,0,1,0.00000000,0.00000163,-0.00000163
联营厂,0,1,0.00000000,0.00000163,-0.00000163
19980126-03-001-061,0,1,0.00000000,0.00000163,-0.00000163
１３４８,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-002-034,0,1,0.00000000,0.00000163,-0.00000163
19980112-10-008-007,0,1,0.00000000,0.00000163,-0.00000163
19980121-10-007-004,0,1,0.00000000,0.00000163,-0.00000163
皮衣,0,1,0.00000000,0.00000163,-0.00000163
深部,0,1,0.00000000,0.00000163,-0.00000163
19980110-02-004-002,0,1,0.00000000,0.00000163,-0.00000163
吉兰泰,0,1,0.00000000,0.00000163,-0.00000163
保级战,0,1,0.00000000,0.00000163,-0.00000163
19980125-11-001-017,0,1,0.00000000,0.00000163,-0.00000163
19980120-03-003-003,0,1,0.00000000,0.00000163,-0.00000163
会峰,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-002-009,0,1,0.00000000,0.00000163,-0.00000163
主席会,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-003-004,0,1,0.00000000,0.00000163,-0.00000163
19980127-02-003-004,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-008-001,0,1,0.00000000,0.00000163,-0.00000163
莉文,0,1,0.00000000,0.00000163,-0.00000163
19980125-02-005-002,0,1,0.00000000,0.00000163,-0.00000163
抱有,0,1,0.00000000,0.00000163,-0.00000163
疲劳度,0,1,0.00000000,0.00000163,-0.00000163
19980105-02-008-003,0,1,0.00000000,0.00000163,-0.00000163
静松,0,1,0.00000000,0.00000163,-0.00000163
云影,0,1,0.00000000,0.00000163,-0.00000163
19980106-07-003-008,0,1,0.00000000,0.00000163,-0.00000163
19980113-04-012-001,0,1,0.00000000,0.00000163,-0.00000163
19980125-06-009-004,0,1,0.00000000,0.00000163,-0.00000163
年年岁岁,0,1,0.00000000,0.00000163,-0.00000163
自满,0,1,0.00000000,0.00000163,-0.00000163
19980126-05-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980127-08-003-001,0,1,0.00000000,0.00000163,-0.00000163
花天酒地,0,1,0.00000000,0.00000163,-0.00000163
商丘市,0,1,0.00000000,0.00000163,-0.00000163
双文明,0,1,0.00000000,0.00000163,-0.00000163
19980125-06-011-002,0,1,0.00000000,0.00000163,-0.00000163
19980118-01-001-011,0,1,0.00000000,0.00000163,-0.00000163
瓤子,0,1,0.00000000,0.00000163,-0.00000163
清热解暑,0,1,0.00000000,0.00000163,-0.00000163
[旱垣,0,1,0.00000000,0.00000163,-0.00000163
19980130-01-007-002,0,1,0.00000000,0.00000163,-0.00000163
19980105-05-009-001,0,1,0.00000000,0.00000163,-0.00000163
小寨沟,0,1,0.00000000,0.00000163,-0.00000163
挺革,0,1,0.00000000,0.00000163,-0.00000163
19980105-11-003-002,0,1,0.00000000,0.00000163,-0.00000163
清静,0,1,0.00000000,0.00000163,-0.00000163
19980109-12-003-002,0,1,0.00000000,0.00000163,-0.00000163
19980126-05-003-007,0,1,0.00000000,0.00000163,-0.00000163
合林,0,1,0.00000000,0.00000163,-0.00000163
19980127-05-003-004,0,1,0.00000000,0.00000163,-0.00000163
雪碧,0,1,0.00000000,0.00000163,-0.00000163
批租,0,1,0.00000000,0.00000163,-0.00000163
19980127-08-003-007,0,1,0.00000000,0.00000163,-0.00000163
害人虫,0,1,0.00000000,0.00000163,-0.00000163
文学工作者,0,1,0.00000000,0.00000163,-0.00000163
丹尼尔·阿拉普·莫伊,0,1,0.00000000,0.00000163,-0.00000163
９．２亿,0,1,0.00000000,0.00000163,-0.00000163
[北丰,0,1,0.00000000,0.00000163,-0.00000163
宜谨,0,1,0.00000000,0.00000163,-0.00000163
Ｋ２０００,0,1,0.00000000,0.00000163,-0.00000163
起跳台,0,1,0.00000000,0.00000163,-0.00000163
有假,0,1,0.00000000,0.00000163,-0.00000163
大石碑,0,1,0.00000000,0.00000163,-0.00000163
19980105-09-003-007,0,1,0.00000000,0.00000163,-0.00000163
19980123-02-009-001,0,1,0.00000000,0.00000163,-0.00000163
推销性,0,1,0.00000000,0.00000163,-0.00000163
大雅,0,1,0.00000000,0.00000163,-0.00000163
19980112-09-004-013,0,1,0.00000000,0.00000163,-0.00000163
19980123-10-006-004,0,1,0.00000000,0.00000163,-0.00000163
19980115-04-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980116-10-002-005,0,1,0.00000000,0.00000163,-0.00000163
全璋,0,1,0.00000000,0.00000163,-0.00000163
蕙乔,0,1,0.00000000,0.00000163,-0.00000163
19980128-03-005-003,0,1,0.00000000,0.00000163,-0.00000163
19980116-10-004-008,0,1,0.00000000,0.00000163,-0.00000163
19980116-08-003-001,0,1,0.00000000,0.00000163,-0.00000163
19980118-01-001-026,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-002-009,0,1,0.00000000,0.00000163,-0.00000163
19980122-05-008-006,0,1,0.00000000,0.00000163,-0.00000163
蓝天使,0,1,0.00000000,0.00000163,-0.00000163
辛佐伊海巴,0,1,0.00000000,0.00000163,-0.00000163
和田,0,1,0.00000000,0.00000163,-0.00000163
瑾瑾,0,1,0.00000000,0.00000163,-0.00000163
一千七百七十一亿,0,1,0.00000000,0.00000163,-0.00000163
驶过,0,1,0.00000000,0.00000163,-0.00000163
晓勤,0,1,0.00000000,0.00000163,-0.00000163
缎带,0,1,0.00000000,0.00000163,-0.00000163
19980122-04-014-008,0,1,0.00000000,0.00000163,-0.00000163
19980120-11-007-002,0,1,0.00000000,0.00000163,-0.00000163
19980120-09-004-007,0,1,0.00000000,0.00000163,-0.00000163
19980121-09-003-006,0,1,0.00000000,0.00000163,-0.00000163
19980106-03-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980120-06-014-001,0,1,0.00000000,0.00000163,-0.00000163
[花明楼,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-004-014,0,1,0.00000000,0.00000163,-0.00000163
巴茅茨,0,1,0.00000000,0.00000163,-0.00000163
备考,0,1,0.00000000,0.00000163,-0.00000163
万顷,0,1,0.00000000,0.00000163,-0.00000163
19980108-06-010-002,0,1,0.00000000,0.00000163,-0.00000163
助产士,0,1,0.00000000,0.00000163,-0.00000163
本专科,0,1,0.00000000,0.00000163,-0.00000163
19980102-01-003-008,0,1,0.00000000,0.00000163,-0.00000163
19980124-01-008-001,0,1,0.00000000,0.00000163,-0.00000163
19980122-02-002-005,0,1,0.00000000,0.00000163,-0.00000163
一九一九年,0,1,0.00000000,0.00000163,-0.00000163
初八,0,1,0.00000000,0.00000163,-0.00000163
１０．３％,0,1,0.00000000,0.00000163,-0.00000163
19980110-05-004-003,0,1,0.00000000,0.00000163,-0.00000163
洒遍,0,1,0.00000000,0.00000163,-0.00000163
２１０２５,0,1,0.00000000,0.00000163,-0.00000163
贤内助,0,1,0.00000000,0.00000163,-0.00000163
19980125-08-010-005,0,1,0.00000000,0.00000163,-0.00000163
指数值,0,1,0.00000000,0.00000163,-0.00000163
19980115-11-010-002,0,1,0.00000000,0.00000163,-0.00000163
散货船,0,1,0.00000000,0.00000163,-0.00000163
妥协性,0,1,0.00000000,0.00000163,-0.00000163
19980120-11-007-004,0,1,0.00000000,0.00000163,-0.00000163
文化战略论,0,1,0.00000000,0.00000163,-0.00000163
19980126-10-010-001,0,1,0.00000000,0.00000163,-0.00000163
阴阳怪气,0,1,0.00000000,0.00000163,-0.00000163
19980121-02-001-015,0,1,0.00000000,0.00000163,-0.00000163
19980119-07-007-005,0,1,0.00000000,0.00000163,-0.00000163
刹风整纪,0,1,0.00000000,0.00000163,-0.00000163
19980123-06-013-001,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980122-11-001-006,0,1,0.00000000,0.00000163,-0.00000163
汤加队,0,1,0.00000000,0.00000163,-0.00000163
多样式,0,1,0.00000000,0.00000163,-0.00000163
花畦,0,1,0.00000000,0.00000163,-0.00000163
19980125-03-009-004,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-001-007,0,1,0.00000000,0.00000163,-0.00000163
麻醉学,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-001-027,0,1,0.00000000,0.00000163,-0.00000163
隧道局,0,1,0.00000000,0.00000163,-0.00000163
19980113-02-007-002,0,1,0.00000000,0.00000163,-0.00000163
一秋,0,1,0.00000000,0.00000163,-0.00000163
19980107-04-001-010,0,1,0.00000000,0.00000163,-0.00000163
朔州,0,1,0.00000000,0.00000163,-0.00000163
19980109-04-012-002,0,1,0.00000000,0.00000163,-0.00000163
19980109-03-001-004,0,1,0.00000000,0.00000163,-0.00000163
正厅级,0,1,0.00000000,0.00000163,-0.00000163
烦躁,0,1,0.00000000,0.00000163,-0.00000163
文耀,0,1,0.00000000,0.00000163,-0.00000163
伊尔—８６,0,1,0.00000000,0.00000163,-0.00000163
祥文,0,1,0.00000000,0.00000163,-0.00000163
天平集,0,1,0.00000000,0.00000163,-0.00000163
星期五,0,1,0.00000000,0.00000163,-0.00000163
９６４．４万,0,1,0.00000000,0.00000163,-0.00000163
肇博,0,1,0.00000000,0.00000163,-0.00000163
19980124-07-009-001,0,1,0.00000000,0.00000163,-0.00000163
别内河,0,1,0.00000000,0.00000163,-0.00000163
19980123-08-001-005,0,1,0.00000000,0.00000163,-0.00000163
19980124-01-004-004,0,1,0.00000000,0.00000163,-0.00000163
19980116-07-003-005,0,1,0.00000000,0.00000163,-0.00000163
审批权,0,1,0.00000000,0.00000163,-0.00000163
阿德·梅尔克特,0,1,0.00000000,0.00000163,-0.00000163
文化课,0,1,0.00000000,0.00000163,-0.00000163
19980122-01-015-001,0,1,0.00000000,0.00000163,-0.00000163
驱动力,0,1,0.00000000,0.00000163,-0.00000163
爱厂如家,0,1,0.00000000,0.00000163,-0.00000163
19980126-10-013-006,0,1,0.00000000,0.00000163,-0.00000163
圣地亚哥省,0,1,0.00000000,0.00000163,-0.00000163
胜云,0,1,0.00000000,0.00000163,-0.00000163
损公肥私者,0,1,0.00000000,0.00000163,-0.00000163
４０５７６,0,1,0.00000000,0.00000163,-0.00000163
19980129-04-002-002,0,1,0.00000000,0.00000163,-0.00000163
19980123-12-001-041,0,1,0.00000000,0.00000163,-0.00000163
相见,0,1,0.00000000,0.00000163,-0.00000163
19980125-03-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980105-03-004-003,0,1,0.00000000,0.00000163,-0.00000163
二里头,0,1,0.00000000,0.00000163,-0.00000163
19980120-06-010-001,0,1,0.00000000,0.00000163,-0.00000163
19980129-04-013-001,0,1,0.00000000,0.00000163,-0.00000163
平弦,0,1,0.00000000,0.00000163,-0.00000163
奉先,0,1,0.00000000,0.00000163,-0.00000163
柳林村,0,1,0.00000000,0.00000163,-0.00000163
７２６５,0,1,0.00000000,0.00000163,-0.00000163
19980113-06-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980131-04-012-002,0,1,0.00000000,0.00000163,-0.00000163
19980129-01-006-007,0,1,0.00000000,0.00000163,-0.00000163
19980105-11-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980120-12-006-002,0,1,0.00000000,0.00000163,-0.00000163
法比尤斯,0,1,0.00000000,0.00000163,-0.00000163
力挽颓势,0,1,0.00000000,0.00000163,-0.00000163
19980109-03-008-002,0,1,0.00000000,0.00000163,-0.00000163
６６８０万,0,1,0.00000000,0.00000163,-0.00000163
德慈,0,1,0.00000000,0.00000163,-0.00000163
[大华府,0,1,0.00000000,0.00000163,-0.00000163
19980125-03-009-003,0,1,0.00000000,0.00000163,-0.00000163
东单,0,1,0.00000000,0.00000163,-0.00000163
19980119-08-009-001,0,1,0.00000000,0.00000163,-0.00000163
神采飞扬,0,1,0.00000000,0.00000163,-0.00000163
19980122-08-004-003,0,1,0.00000000,0.00000163,-0.00000163
试办,0,1,0.00000000,0.00000163,-0.00000163
尼玛泽仁,0,1,0.00000000,0.00000163,-0.00000163
壁室,0,1,0.00000000,0.00000163,-0.00000163
19980125-11-008-002,0,1,0.00000000,0.00000163,-0.00000163
19980108-10-006-002,0,1,0.00000000,0.00000163,-0.00000163
油漆厂,0,1,0.00000000,0.00000163,-0.00000163
振兴图强,0,1,0.00000000,0.00000163,-0.00000163
19980101-01-005-003,0,1,0.00000000,0.00000163,-0.00000163
讶异,0,1,0.00000000,0.00000163,-0.00000163
19980128-03-002-002,0,1,0.00000000,0.00000163,-0.00000163
盛威,0,1,0.00000000,0.00000163,-0.00000163
政光,0,1,0.00000000,0.00000163,-0.00000163
19980120-10-002-005,0,1,0.00000000,0.00000163,-0.00000163
破路战,0,1,0.00000000,0.00000163,-0.00000163
